Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data
cg00499822,6387,36,10,NM_199168.2,0.353838677
cg00500400,2033,36,22,NM_001429.2,0.06369442
cg00501366,242,36,17,NM_001139.1,0.790729552
cg00502442,79683,36,6,NM_024630.2,0.027354772
cg00503458,22889,36,1,NM_014949.2,0.081383863
cg00503840,1749,36,7,NT_007933.14,0.347565245
cg00504595,55504,36,13,NM_018647.2,0.306002478
cg00509616,145781,36,15,NM_001018090.1,0.143465409
cg00509670,5083,36,14,NM_006194.1,0.283578874
cg00510787,55005,36,6,NM_017909.1,0.155807557
cg00510956,10657,36,1,NM_006559.1,0.866086838
cg00511475,1013,36,16,NM_004933.2,0.362747161
cg00512031,54360,36,4,NM_018659.2,0.824202888
cg00512279,6571,36,10,NM_003054.2,0.061070505
cg00512374,3487,36,17,NM_001552.2,0.046675279
cg00513220,54996,36,1,NM_017898.3,0.078137389
cg00513467,55958,36,9,NM_018847.1,0.066323655
cg00514407,5270,36,2,NM_006216.2,0.10911146
cg00514895,8532,36,4,NM_003652.2,0.066699403
cg00515905,79574,36,1,NM_024526.2,0.873291445
cg00516481,5152,36,21,NM_002606.2,0.215841123
cg00518911,3206,36,7,NM_018951.2,0.626064683
cg00518989,3985,36,22,NM_005569.3,0.036814196
cg00519208,7813,36,1,NM_005665.4,0.678332592
cg00519627,79585,36,16,NM_024535.1,0.025160963
cg00520135,7168,36,15,NM_000366.5,0.791291593
cg00520708,134553,36,5,NM_152409.2,0.174948513
cg00521434,83873,36,1,NM_031936.3,0.851618624
cg00521598,26292,36,1,NM_012333.3,0.06837283
cg00522034,868,36,3,NM_170662.3,0.017320718
cg00522316,8570,36,19,NM_003685.1,0.056505324
cg00524288,7378,36,7,NM_003364.2,0.056353089
cg00528052,10765,36,1,NM_006618.3,0.02981747
cg00528967,8428,36,13,NM_003576.2,0.02314345
cg00532335,9211,36,10,NM_005097.1,0.523731466
cg00532890,5087,36,1,NM_002585.1,0.067682252
cg00534274,23657,36,4,NM_014331.2,0.257198843
cg00534856,1082,36,19,NM_000737.2,0.885725629
cg00536175,2623,36,X,NM_002049.2,0.838185191
cg00537910,10058,36,2,NM_005689.1,0.879600314
cg00539322,6295,36,2,NM_000541.2,0.720284165
cg00539716,3344,36,2,NM_002158.2,0.067309306
cg00539955,29780,36,22,NM_013327.3,0.727118499
cg00540544,1465,36,1,NM_004078.1,0.038804746
cg00540769,134526,36,5,NM_130767.1,0.272255859
cg00542846,351,36,21,NM_000484.2,0.109799053
cg00544557,259234,36,21,NM_148676.1,0.890794055
cg00545573,51347,36,12,NM_016281.2,0.107594698
cg00546491,5137,36,7,NM_005020.1,0.278689535
cg00546897,284837,36,21,NM_194310.1,0.476393896
cg00547018,56052,36,16,NM_019109.3,0.180946282
cg00547789,116442,36,X,NM_171998.2,0.142630068
cg00547829,51174,36,17,NM_016261.2,0.052713884
cg00548060,80896,36,1,NM_030769.1,0.774641122
cg00548268,4885,36,7,NM_002523.1,0.314871911
cg00550617,85280,36,17,NM_033191.2,0.556079931
cg00551244,157376,36,8,NM_182525.1,0.815363484
cg00554173,9762,36,20,NM_014731.2,0.74651429
cg00554250,10062,36,11,NM_005693.1,0.472517831
cg00554682,91752,36,2,NM_194250.1,0.057945193
cg00554702,1111,36,11,NM_001274.2,0.169605027
cg00556408,164656,36,22,NM_153609.2,0.807611337
cg00557354,8874,36,13,NM_003899.2,0.057349249
cg00559473,8086,36,12,NM_015665.3,0.059162395
cg00560119,6812,36,9,NM_003165.1,0.053192923
cg00563229,55113,36,1,NM_018053.2,0.03525689
cg00563845,54899,36,3,NM_017771.2,0.237108287
cg00563926,7049,36,1,NM_003243.2,0.248774114
cg00563932,5730,36,9,NM_000954.5,0.691379459
cg00564163,79689,36,7,NM_024636.1,0.188067681
cg00565075,51386,36,22,NM_016091.2,0.167800924
cg00565688,7161,36,1,NM_005427.1,0.130438096
cg00566759,1824,36,18,NM_004949.2,0.055330058
cg00567479,9855,36,2,NM_014808.1,0.050411412
cg00567749,1462,36,5,NM_004385.2,0.089866954
cg00568128,55088,36,10,NM_018017.2,0.072944515
cg00568792,3703,36,11,NM_152713.2,0.077500332
cg00569620,55347,36,3,NM_018394.1,0.06473976
cg00571634,54554,36,3,NM_019069.3,0.168246131
cg00572797,864,36,1,NT_004610.18,0.964236305
cg00573606,1293,36,2,NM_004369.2,0.686101649
cg00575744,3109,36,6,NM_002118.3,0.147755142
cg00576250,284747,36,20,NM_173643.1,0.095688578
cg00577167,229,36,9,NM_000035.2,0.617404283
cg00577464,6469,36,7,NM_000193.2,0.045282845
cg00578575,169270,36,8,NM_173539.1,0.094033557
cg00579393,5968,36,2,NM_006507.2,0.778823521
cg00579402,2528,36,19,NM_000150.1,0.712261528
cg00581156,27292,36,5,NM_014473.2,0.034511172
cg00582372,795,36,X,NM_004057.1,0.584229935
cg00582628,8601,36,8,NM_003702.2,0.288371038
cg00584022,3845,36,12,NM_004985.3,0.04943028
cg00585790,3987,36,2,NM_004987.3,0.467317514
cg00585846,4795,36,6,NM_005007.2,0.052021402
cg00586909,54901,36,6,NM_017774.1,0.119660146
cg00587613,390212,36,11,NM_206997.1,0.784478242
cg00592315,90050,36,14,NM_138344.2,0.769019644
cg00594118,25920,36,9,NM_015456.2,0.083508733
cg00594952,9783,36,1,NM_014747.2,0.588328157
cg00596686,412,36,X,NM_000351.3,0.768670326
cg00597076,4641,36,17,NM_033375.3,0.612127686
cg00598858,5589,36,19,NM_002743.2,0.038877846
cg00600110,171482,36,X,NM_174951.2,0.903490455
cg00600684,55717,36,10,NM_018117.10,0.840145893
cg00601486,341567,36,12,NM_181788.1,0.89724169
cg00602891,79415,36,17,NM_001033046.1,0.076043651
cg00603172,666,36,2,NM_032515.3,0.735412642
cg00605270,27293,36,1,NM_014474.2,0.048158341
cg00609097,10420,36,1,NM_007170.1,0.035265401
cg00611397,26164,36,20,NM_015666.2,0.854768458
cg00612467,3033,36,4,NM_005327.1,0.063002283
cg00613255,3630,36,11,NM_000207.1,0.832416263
cg00613344,79802,36,1,NM_024746.2,0.82435046
cg00614413,5802,36,19,NM_002850.2,0.590964164
cg00615241,5657,36,19,NM_002777.3,0.33944301
cg00615377,23543,36,22,NM_001031695.1,0.145451028
cg00615915,5271,36,18,NM_198833.1,0.117669031
cg00616129,55359,36,12,NM_018423.1,0.083109065
cg00616135,114294,36,15,NM_032857.2,0.500162091
cg00616369,4691,36,2,NM_005381.2,0.028730844
cg00617305,149345,36,1,NM_198149.1,0.048167901
cg00618396,7411,36,X,NM_003372.4,0.25471554
cg00619207,79961,36,1,NM_024901.3,0.515397699
cg00620024,5537,36,9,NM_002721.3,0.680403431
cg00620223,1063,36,1,NM_016343.3,0.062068268
cg00620629,221302,36,6,NM_145062.1,0.033554207
cg00620857,122970,36,14,NM_152331.2,0.888527388
cg00622552,161753,36,15,NM_175881.2,0.191475553
cg00622677,10098,36,4,NM_005723.2,0.070036306
cg00623593,1793,36,10,NM_001380.2,0.866867982
cg00625425,163782,36,1,NM_181712.2,0.681022584
cg00625653,7476,36,3,NM_004625.3,0.072593563
cg00626119,4914,36,1,NM_001007792.1,0.679264399
cg00626466,2799,36,12,NM_002076.2,0.546016048
cg00627233,130120,36,2,NM_001008387.1,0.661901963
cg00627286,7358,36,4,NM_003359.2,0.077092421
cg00629217,84708,36,4,NM_032622.1,0.746517181
cg00629585,8328,36,9,NM_004188.2,0.286754414
cg00630164,9132,36,1,NM_004700.2,0.11537408
cg00630249,284613,36,1,NM_182580.1,0.037714118
cg00630583,5426,36,12,NM_006231.2,0.026250206
cg00631230,65082,36,12,NM_022916.3,0.039052057
cg00633969,83666,36,3,NM_031458.1,0.853226629
cg00634577,8362,36,6,NM_003541.2,0.05841302
cg00635481,7629,36,6,NM_003427.3,0.028808759
cg00636639,92399,36,9,NM_138777.2,0.03735082
cg00638514,347741,36,17,NM_178233.1,0.080325691
cg00642303,23527,36,3,NM_012287.3,0.03932909
cg00643392,83546,36,19,NM_031429.1,0.263714995
cg00644033,57876,36,7,XM_168578.6,0.900594386
cg00645224,84163,36,7,NM_173537.2,0.040134823
cg00645579,3665,36,11,NM_001572.2,0.698561781
cg00645922,51014,36,5,NM_181836.3,0.045903144
cg00646140,414,36,X,NM_001669.2,0.104725097
cg00646492,9446,36,10,NM_004832.1,0.103096039
cg00647741,10782,36,19,NM_016324.2,0.305512205
cg00648153,26503,36,6,NM_012434.3,0.06200057
cg00648883,196549,36,13,NM_145293.2,0.409157633
cg00650762,2048,36,1,NM_004442.5,0.025248054
cg00650876,4904,36,1,NM_004559.2,0.028639544
cg00651216,3326,36,6,NM_007355.2,0.109293467
cg00653387,5764,36,7,NM_002825.5,0.105423217
cg00654814,146664,36,17,NM_144677.2,0.107819601
cg00654816,166793,36,4,NM_145291.2,0.044113563
cg00655307,2099,36,6,NM_000125.2,0.066212282
cg00655779,10574,36,2,NM_006429.2,0.046458466
cg00657095,5467,36,6,NM_006238.2,0.097495109
cg00657582,57680,36,14,NM_020920.1,0.067908734
cg00658007,343035,36,1,NM_183059.1,0.412860678
cg00658626,160762,36,12,NM_152591.1,0.067258073
cg00659129,50807,36,8,NM_018482.2,0.773552991
cg00659953,65990,36,16,NM_023933.1,0.030058173
cg00660989,54813,36,14,NM_017658.2,0.194291504
cg00661202,131474,36,3,NM_144636.1,0.027771871
cg00661485,2299,36,5,NM_012188.3,0.556120951
cg00662556,2587,36,18,NT_025004.13,0.170443081
cg00662775,79921,36,X,NM_001006935.1,0.27199462
cg00665395,9654,36,2,NM_014640.2,0.051424896
cg00666446,93474,36,1,NM_033213.2,0.083862977
cg00666746,85360,36,19,NM_033025.4,0.205751688
cg00668685,283375,36,12,NM_173596.1,0.836643618
cg00669623,985,36,1,NM_033527.1,0.068078905
cg00669856,10252,36,4,NM_005841.1,0.10514268
cg00671161,540,36,13,NM_000053.2,0.01889903
cg00672638,23092,36,5,NM_015071.2,0.090425592
cg00673020,56180,36,X,NM_019556.1,0.491759035
cg00673191,9980,36,21,NM_005128.2,0.360367674
cg00674922,6304,36,3,NM_002971.2,0.061761429
cg00676660,56999,36,3,NM_182920.1,0.043091039
cg00677811,83605,36,7,NM_031443.3,0.043980591
cg00678539,55329,36,15,NM_018365.1,0.194335192
cg00679556,11074,36,6,NM_007028.3,0.675444099
cg00679738,375061,36,1,NM_198552.1,0.032712937
cg00682653,10490,36,14,NM_006370.1,0.029416288
cg00684178,129807,36,2,NM_080741.1,0.67441021
cg00685836,8499,36,12,NM_003625.2,0.042733222
cg00686022,283461,36,12,NM_173599.1,0.882177732
cg00686623,823,36,11,NM_005186.2,0.050493547
cg00687674,283673,36,15,NM_173610.1,0.349772602
cg00687686,65009,36,16,NM_022910.1,0.057796114
cg00688421,5910,36,4,NM_021159.3,0.053415958
cg00689010,23385,36,1,NM_015331.2,0.699999931
cg00689014,2520,36,17,NM_000805.3,0.652433903
cg00689340,6242,36,2,NM_033046.2,0.350152936
cg00690049,10916,36,X,NM_014599.4,0.256472742
cg00690280,280664,36,20,NM_172006.2,0.706360095
cg00690893,9367,36,X,NM_004251.3,0.084639804
cg00691625,2516,36,9,NM_004959.3,0.82998291
cg00691822,90293,36,X,NM_033495.2,0.434878119
cg00692549,23435,36,1,NM_007375.3,0.093876859
cg00693307,7379,36,11,NM_006760.1,0.780424809
cg00695416,873,36,21,NM_001757.2,0.071079982
cg00696900,4144,36,2,NM_005911.4,0.02978945
cg00698688,6820,36,19,NM_177973.1,0.609992338
cg00702231,5325,36,6,NM_006718.2,0.723350805
cg00702729,55262,36,7,NM_018275.3,0.890195866
cg00704310,79047,36,19,NM_024076.1,0.046724288
cg00704909,1315,36,11,NM_016451.3,0.043551334
cg00705255,11026,36,19,NM_006865.2,0.384243271
cg00706536,535,36,17,NM_005177.2,0.595935119
cg00707317,23057,36,1,NM_015039.2,0.056138871
cg00708598,11061,36,13,NM_007015.2,0.197586188
cg00708642,1983,36,14,NM_001969.3,0.05560907
cg00711916,26504,36,2,NM_020184.2,0.077898792
cg00712898,55119,36,1,NM_018061.1,0.021042941
cg00714377,84174,36,20,NM_032214.2,0.297627192
cg00717862,51726,36,3,NM_016306.4,0.060654993
cg00718440,1029,36,9,NM_058195.2,0.063989666
cg00718513,28905,36,2,,0.580312173
cg00718748,57547,36,17,NM_020787.1,0.040565091
cg00720072,54708,36,10,NM_017824.4,0.046929774
cg00720137,83657,36,16,NM_130897.1,0.028655932
cg00720723,51602,36,2,NM_015934.3,0.059031013
cg00722300,117579,36,19,NM_080864.2,0.736078128
cg00724662,10482,36,11,NM_006362.3,0.066780768
cg00725143,9520,36,17,NM_006310.2,0.031142053
cg00725635,8707,36,1,NM_003783.2,0.108144163
cg00725777,27018,36,X,NM_206915.1,0.777809721
cg00727590,50487,36,22,NM_015715.2,0.22430633
cg00727947,353514,36,19,NM_181879.1,0.904544998
cg00728317,4494,36,16,NM_005949.1,0.10105732
cg00728398,64769,36,1,NM_022756.3,0.028760081
cg00728602,80737,36,6,NM_025258.1,0.05065359
cg00729275,147429,36,18,NM_153010.3,0.640305924
cg00729541,84895,36,9,NM_032809.2,0.042852572
cg00729708,204219,36,15,NM_178842.2,0.629415551
cg00729875,54873,36,1,NM_017734.2,0.206264862
cg00730260,144360,36,12,NM_144667.1,0.906901598
cg00731459,9759,36,2,NM_006037.2,0.028043956
cg00733682,51710,36,19,NM_016264.2,0.031248671
cg00734993,23787,36,6,NM_014341.1,0.034856019
cg00736326,10552,36,7,NM_006409.2,0.050430816
cg00737514,23216,36,4,NM_015173.2,0.047852801
cg00739120,10430,36,19,NM_032635.2,0.287844191
cg00741717,51311,36,X,NM_016610.2,0.751852574
cg00743372,7745,36,6,NM_006298.2,0.037654211
cg00744433,1525,36,21,NM_001338.3,0.630166808
cg00745543,341567,36,12,NM_181788.1,0.894310953
cg00745735,84665,36,10,NM_032578.1,0.704247409
cg00746083,57680,36,14,NM_020920.1,0.042236642
cg00746130,7920,36,6,NM_021160.1,0.071794089
cg00746981,3068,36,1,NM_004494.1,0.07962277
cg00747849,6576,36,22,NM_005984.1,0.212710036
cg00750606,978,36,1,NM_001785.1,0.629930297
cg00751288,90624,36,5,NM_181705.1,0.032680454
cg00754253,117245,36,11,NM_054108.1,0.413060961
cg00754617,171169,36,19,NM_133498.2,0.698074007
cg00755043,158046,36,9,NM_145283.1,0.066854996
cg00755709,570,36,9,NM_001701.2,0.777586089
cg00756058,22873,36,13,NM_198968.1,0.023475217
cg00756887,81607,36,1,NM_030916.1,0.708235009
cg00757070,7379,36,11,NM_006760.1,0.468560359
cg00757952,1414,36,22,NM_001887.3,0.786807292
cg00761755,124935,36,17,NM_152346.1,0.031977043
cg00762512,11019,36,4,NM_194451.1,0.04872597
cg00763679,4735,36,2,NM_001008491.1,0.056697585
cg00763889,54979,36,11,NM_017878.1,0.77524451
cg00766729,147808,36,19,NM_203374.1,0.04484845
cg00766889,22929,36,10,NM_012247.3,0.047704223
cg00767581,3233,36,2,NM_014621.2,0.352094367
cg00768439,4675,36,X,NM_004538.3,0.101997583
cg00769470,140881,36,20,NM_080831.2,0.78396435
cg00769520,6489,36,12,NM_003034.2,0.048202602
cg00770279,1032,36,19,NM_079421.2,0.027009416
cg00770871,7289,36,12,NM_003324.3,0.020753957
cg00772000,378884,36,6,NM_198586.2,0.150798492
cg00775197,202500,36,6,NM_182539.1,0.081976822
cg00777121,11186,36,3,NM_007182.4,0.165323887
cg00777555,378,36,3,NM_001660.2,0.033794988
cg00778920,27339,36,11,NM_014502.3,0.073745139
cg00779924,399717,36,10,NM_207423.1,0.158755469
cg00782174,6510,36,19,NM_005628.1,0.059919378
cg00782854,598,36,20,NM_001191.2,0.047916682
cg00783759,55132,36,4,NM_178043.1,0.022715466
cg00784357,5879,36,7,NM_018890.2,0.037270767
cg00791249,112812,36,19,NM_080665.3,0.07445592
cg00792687,80185,36,8,NM_025115.1,0.050416163
cg00792740,7337,36,15,NM_130838.1,0.056701734
cg00792849,57369,36,15,NM_020660.1,0.122156682
cg00793648,57062,36,14,NM_020414.3,0.796502842
cg00793774,81603,36,10,NM_030912.1,0.036163846
cg00795268,399879,36,11,NM_207428.1,0.878581499
cg00795812,5133,36,2,NM_005018.1,0.436076545
cg00796728,2526,36,11,NM_002033.2,0.057436624
cg00798206,9943,36,3,NM_005109.2,0.064077526
cg00799727,4110,36,X,NM_001011544.1,0.590025618
cg00800095,29944,36,X,NM_013364.2,0.826726688
cg00804048,1984,36,17,NM_001970.3,0.06720008
cg00804392,399,36,4,NM_004310.2,0.320469794
cg00806490,1012,36,16,NM_001257.3,0.130656689
cg00807586,9940,36,3,NM_007338.2,0.096561277
cg00808492,83998,36,1,NM_032044.2,0.808246487
cg00810473,79856,36,15,NM_024798.2,0.040367846
cg00810495,80135,36,1,NM_025065.5,0.085814709
cg00811081,79657,36,12,NM_024604.1,0.072600877
cg00812502,9993,36,22,NM_005137.1,0.023085435
cg00814580,79090,36,19,NM_024108.1,0.132980758
cg00815440,7386,36,19,NM_006003.1,0.014764538
cg00815583,157574,36,8,NM_172366.2,0.082335397
cg00815605,10965,36,14,NM_006821.3,0.091776239
cg00816620,81627,36,1,NM_030934.3,0.312791823
cg00818693,151613,36,3,NM_133462.1,0.046294515
cg00818872,1141,36,1,NM_000748.1,0.061255624
cg00819310,81839,36,1,NM_138959.1,0.757341042
cg00819362,25999,36,19,NM_015526.1,0.828159248
cg00819696,8914,36,12,NM_003920.2,0.024765456
cg00821764,7372,36,3,NM_000373.1,0.029750593
cg00822607,146542,36,16,NM_145271.3,0.061818081
cg00823148,1419,36,2,NM_005210.2,0.800642195
cg00824109,1108,36,12,NM_001273.2,0.040880805
cg00825031,137492,36,8,NM_152415.1,0.024585302
cg00826384,5803,36,7,NM_002851.1,0.057705911
cg00827369,7458,36,7,NM_022170.1,0.042906578
cg00828602,7474,36,3,NM_003392.3,0.074765295
cg00830029,83714,36,12,NM_031474.1,0.446743551
cg00830393,26018,36,3,NM_015541.2,0.049035399
cg00831028,51507,36,20,NM_016407.1,0.042971454
cg00832517,112487,36,14,NM_080664.1,0.079937043
cg00832994,64756,36,1,NM_022745.2,0.063590869
cg00833393,10488,36,9,NM_006368.4,0.052229825
cg00833777,3684,36,16,NM_000632.2,0.504754903
cg00834796,9832,36,5,NM_014790.3,0.094747886
cg00834958,81628,36,7,NM_030935.3,0.068706056
cg00836605,221895,36,7,NM_175061.2,0.034804758
cg00837103,1299,36,20,NM_001853.2,0.403403786
cg00838150,4286,36,3,NM_000248.2,0.047129444
cg00839584,3552,36,2,NM_000575.3,0.383589425
cg00839802,4121,36,6,NM_005907.2,0.047325084
cg00840403,10164,36,16,NM_005769.1,0.183306407
cg00840516,8692,36,3,NM_003773.2,0.566082411
cg00841581,10274,36,3,NM_005862.2,0.041622339
cg00842351,9414,36,9,NM_201629.1,0.198233671
cg00845900,51200,36,7,NM_016352.2,0.901456651
cg00846036,1740,36,11,NM_001364.1,0.308625294
cg00848394,25886,36,3,NM_015426.2,0.042814572
cg00848397,79154,36,17,NM_024308.2,0.040978949
cg00848461,53917,36,5,NM_130781.1,0.679013464
cg00848728,1600,36,1,NM_021080.3,0.045114673
cg00849368,153642,36,5,NM_198150.1,0.080018951
cg00850538,51232,36,2,NM_016441.1,0.526401773
cg00852964,8876,36,6,NM_004666.1,0.407661913
cg00853068,752,36,17,NM_005892.3,0.190190356
cg00854637,55815,36,16,NM_018430.1,0.058794051
cg00854995,6500,36,5,NM_006930.2,0.055367278
cg00856375,10213,36,2,NM_005805.2,0.047150902
cg00858899,595,36,11,NM_053056.1,0.094417123
cg00859193,51371,36,13,NM_015932.2,0.032536103
cg00859655,51700,36,11,NM_016229.2,0.827154064
cg00861635,7752,36,16,NM_198087.1,0.054741903
cg00862041,114928,36,X,NM_138437.3,0.300714191
cg00862290,27094,36,3,NM_014407.3,0.686897465
cg00862770,2289,36,6,NM_004117.2,0.033269136
cg00864867,5074,36,12,NM_002583.2,0.06127024
cg00870662,84552,36,18,NM_032510.2,0.049772879
cg00871453,93594,36,8,NM_145647.1,0.063337434
cg00873037,252969,36,8,NM_145043.1,0.057170075
cg00873937,220202,36,10,NM_145178.2,0.052193415
cg00874863,340596,36,X,NM_178175.2,0.657321457
cg00875272,6886,36,1,NM_003189.1,0.092321204
cg00876704,5585,36,19,NM_002741.3,0.038368463
cg00877887,405753,36,15,NM_207581.1,0.053739749
cg00877964,6509,36,2,NM_003038.2,0.040333577
cg00881086,27031,36,3,NM_153240.3,0.057121791
cg00881370,55908,36,19,NM_018687.3,0.900355214
cg00882451,7783,36,16,NM_003460.1,0.830188743
cg00882832,10252,36,4,NM_005841.1,0.063648363
cg00884221,3490,36,4,NM_001553.1,0.073195445
cg00884529,28969,36,7,NM_014038.1,0.096221522
cg00885506,114987,36,9,NM_001006615.1,0.072354244
cg00886554,10874,36,4,NM_006681.1,0.056970939
cg00887101,80789,36,11,NM_030628.1,0.088586721
cg00887547,51347,36,12,NM_016281.2,0.065663094
cg00887700,1967,36,12,NM_001414.2,0.038199964
cg00888007,894,36,12,NM_001759.2,0.045751852
cg00888479,57419,36,20,NM_020689.3,0.097405541
cg00888561,115825,36,13,NM_052950.2,0.051432483
cg00890257,123099,36,14,NM_206918.1,0.049894825
cg00891278,348807,36,3,NM_182628.1,0.137534055
cg00891541,55512,36,16,NM_018667.2,0.441394695
cg00892393,254528,36,16,NM_152764.1,0.709251745
cg00892798,4804,36,17,NM_002507.1,0.054906889
cg00893242,27044,36,7,NM_014390.2,0.069856388
cg00893636,9852,36,3,NM_014805.2,0.038239648
cg00893987,285855,36,6,NM_198486.2,0.049488774
cg00894577,11254,36,X,NM_007231.1,0.483626207
cg00895324,5121,36,21,NM_006198.2,0.732103094
cg00896220,388372,36,17,NM_207007.2,0.783664179
cg00897329,246269,36,6,NM_145315.3,0.063173085
cg00899086,55752,36,4,NM_018243.2,0.05633005
cg00899641,23451,36,2,NM_012433.2,0.03980908
cg00899659,7570,36,10,NM_006963.3,0.430735889
cg00901493,51087,36,17,NM_015982.1,0.065148201
cg00901652,9646,36,11,NM_014633.2,0.061681522
cg00901683,10898,36,7,NM_006693.1,0.031807804
cg00901704,60386,36,17,NM_021734.3,0.054790879
cg00901766,4298,36,19,NM_005934.2,0.070985892
cg00902195,341359,36,12,NM_198992.1,0.064610689
cg00903242,10752,36,3,NM_006614.2,0.144819188
cg00903375,51119,36,7,NM_016038.2,0.043237137
cg00904483,4255,36,10,NT_008818.15,0.901475333
cg00904574,1263,36,1,NM_004073.2,0.039315074
cg00905170,23212,36,8,NM_015169.3,0.028297586
cg00906183,9146,36,17,NM_004712.3,0.04445678
cg00908551,2188,36,11,NM_022725.2,0.071034694
cg00910067,56301,36,19,NM_019849.1,0.133541085
cg00910168,57647,36,12,NM_032656.2,0.640979513
cg00911351,8641,36,5,NM_003736.2,0.171203601
cg00911873,221823,36,7,NM_175886.2,0.779025514
cg00912191,92181,36,5,NM_152277.1,0.120927134
cg00912942,148345,36,1,NM_173507.1,0.900939775
cg00915206,2571,36,2,NM_013445.3,0.053819496
cg00915289,1163,36,1,NM_001826.1,0.03536876
cg00916199,55374,36,5,NM_018502.2,0.036047323
cg00916635,26191,36,1,NM_012411.2,0.503322484
cg00917893,5162,36,3,NM_000925.1,0.04111196
cg00918005,130120,36,2,NM_001008387.1,0.800141948
cg00918794,5479,36,15,NM_000942.4,0.060540173
cg00919857,29767,36,15,NM_014548.2,0.109891143
